,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62
28,28.0,Sylhet,Sunamganj,1596,8497,8.08.2020,,11,15,18,16,10,8,4,18,14,29,14,11,18,37,14,15,21,12,8,12,20,18,9,17,11,21,19,0,5,16,17,18,28,,,,,,,,,,,,,,,,,,,,,,,
29,29.0,Sylhet,Hobiganj,1249,8497,8.08.2020,,30,0,28,2,29,6,12,11,65,8,22,15,23,3,11,22,0,2,16,7,6,10,6,0,22,21,4,0,4,25,12,14,9,,,,,,,,,,,,,,,,,,,,,,,
30,30.0,Sylhet,Moulvibazar,1069,8497,8.08.2020,,18,0,26,0,49,0,23,21,44,38,34,0,22,30,1,28,0,0,20,0,1,16,28,23,0,0,0,5,9,10,36,11,12,,,,,,,,,,,,,,,,,,,,,,,
31,31.0,Rangpur,Rangpur,1861,7349,9.08.2020,,983,25,26,31,21,36,35,25,24,,35,26,,,,29,24,27,24,15,22,,16,16,25,14,7,13,7,28,28,26,26,17,,,,,,,,,,,,,,,,,,,,,,
32,32.0,Rangpur,Gaibandha,731,7349,9.08.2020,,288,5,5,10,13,6,8,7,8,,8,3,,,,10,15,6,7,17,6,,12,9,8,7,2,12,17,3,10,8,7,18,,,,,,,,,,,,,,,,,,,,,,
33,33.0,Rangpur,Nilphamari,693,7349,9.08.2020,,353,5,3,49,3,5,1,10,3,,1,45,,,,6,4,5,11,5,5,,13,3,12,5,0,4,3,1,8,7,6,14,,,,,,,,,,,,,,,,,,,,,,
34,34.0,Rangpur,Lalmonirhat,477,7349,9.08.2020,,126,6,3,6,3,11,9,2,3,,9,6,,,,16,10,10,13,10,17,,13,5,2,7,4,19,13,9,8,9,13,19,,,,,,,,,,,,,,,,,,,,,,
35,35.0,Rangpur,Kurigram,585,7349,9.08.2020,,149,7,6,11,8,8,2,2,6,,2,15,,,,15,20,12,13,17,18,,10,16,13,4,10,15,17,11,13,11,14,7,,,,,,,,,,,,,,,,,,,,,,
36,36.0,Rangpur,Dinajpur,2095,7349,9.08.2020,,675,19,36,36,34,28,40,29,41,,40,33,,,,36,15,29,27,28,45,,52,58,46,56,32,19,43,77,65,51,57,58,,,,,,,,,,,,,,,,,,,,,,
37,37.0,Rangpur,Panchagarh,389,7349,9.08.2020,,146,2,2,3,0,6,1,0,4,,1,4,,,,4,11,13,0,8,15,,14,14,7,7,10,4,5,0,16,14,8,6,,,,,,,,,,,,,,,,,,,,,,
38,38.0,Rangpur,Thakurgaon,504,7349,9.08.2020,,206,10,2,5,7,5,0,6,5,,0,6,,,,1,7,5,3,11,15,,7,9,4,12,8,24,14,1,9,28,26,13,,,,,,,,,,,,,,,,,,,,,,
39,39.0,Khulna,Khulna,4685,14163,08/09/2020,,2435,,,,,3030,,92,104,,,80,,,73,,,,64,60,53,46,70,64,53,61,30,15,24,49,78,39,54,39,,,,,,,,,,,,,,,,,,,,,,
40,40.0,Khulna,Jashore,2206,14163,08/09/2020,,748,,,,,984,,37,65,,,71,,,27,,,,10,63,2,55,52,2,52,107,0,4,0,43,76,77,60,56,,,,,,,,,,,,,,,,,,,,,,
41,41.0,Khulna,Bagerhat,718,14163,08/09/2020,,200,,,,,288,,20,15,,,33,,,22,,,,20,6,3,7,21,2,26,8,0,26,0,2,1,0,57,24,,,,,,,,,,,,,,,,,,,,,,
42,42.0,Khulna,Narail,994,14163,08/09/2020,,277,,,361,,391,,31,13,,,23,,,0,,,,44,0,30,26,19,0,32,29,1,40,1,27,21,24,23,26,,,,,,,,,,,,,,,,,,,,,,
43,43.0,Khulna,Magura,575,14163,08/09/2020,,169,,,,,191,,22,23,,,11,,,4,,,,11,8,10,0,24,0,20,13,0,8,0,26,31,21,16,11,,,,,,,,,,,,,,,,,,,,,,
44,44.0,Khulna,Meherpur,246,14163,08/09/2020,,92,,,97,,100,,4,4,,,5,,,9,,,,3,5,0,2,0,11,8,6,9,0,1,28,3,10,14,13,,,,,,,,,,,,,,,,,,,,,,
45,45.0,Khulna,Satkhira,803,14163,08/09/2020,,200,,,334,,392,,32,2,,,11,,,4,,,,31,6,8,20,9,2,34,18,4,8,0,12,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,
46,46.0,Khulna,Jhenaidah,1123,14163,08/09/2020,,277,,,,,415,,37,46,,,34,,,19,,,,25,39,7,28,0,35,43,38,23,2,2,29,36,23,0,53,,,,,,,,,,,,,,,,,,,,,,
47,47.0,Khulna,Kushtia,2005,14163,08/09/2020,,708,,,,,938,,45,32,,,38,,,42,,,,26,27,34,8,58,48,17,40,9,74,7,74,92,56,73,11,,,,,,,,,,,,,,,,,,,,,,
48,48.0,Khulna,Chuadanga,808,14163,08/09/2020,,239,,,278,,292,,5,16,,,14,,,46,,,,1,20,7,29,8,24,29,10,25,0,15,30,71,30,27,0,,,,,,,,,,,,,,,,,,,,,,
49,49.0,Mymensingh,Mymensingh,2892,4876,01.07.2020,,2089,20,38,37,16,16,48,34,26,24,40,9,49,37,26,10,30,32,11,16,25,28,8,30,11,7,6,7,34,15,49,42,22,,,,,,,,,,,,,,,,,,,,,,,
50,50.0,Mymensingh,Jamalpur,1006,4876,06.07.2020,,661,9,15,17,10,16,12,14,14,14,17,6,19,13,12,5,14,9,5,0,0,0,3,18,13,11,7,11,13,12,12,24,,,,,,,,,,,,,,,,,,,,,,,,
51,51.0,Mymensingh,Netrokona,648,4876,06.07.2020,,548,1,1,1,3,0,1,0,5,9,17,5,0,9,2,8,0,5,2,1,5,1,2,5,2,5,0,0,3,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,
52,52.0,Mymensingh,Sherpur,330,4876,06.07.2020,,254,0,6,4,3,0,2,13,3,1,2,1,0,3,0,2,2,1,1,1,0,9,0,4,0,3,0,0,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,
53,53.0,Barishal,Barguna,684,6196,05..07.2020,,345,8,5,10,15,14,6,24,9,7,21,25,20,1,14,17,8,22,12,8,10,8,14,12,16,6,0,2,15,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
54,54.0,Barishal,Bhola,570,6196,05.07.2020,,357,5,0,14,12,11,0,15,8,0,21,1,12,15,6,0,4,5,1,8,5,4,7,17,4,3,6,4,9,3,7,5,1,,,,,,,,,,,,,,,,,,,,,,,
55,55.0,Barishal,Barishal,2581,6196,05.07.2020,,1775,30,54,10,29,9,30,34,52,26,37,20,18,43,44,31,25,38,8,13,30,39,31,19,28,6,1,17,27,12,45,,,,,,,,,,,,,,,,,,,,,,,,,
56,56.0,Barishal,Patuakhali,1087,6196,05.07.2020,,572,7,27,33,36,13,20,15,29,22,40,44,11,24,12,24,24,7,5,17,14,7,14,8,11,9,0,10,6,5,15,6,,,,,,,,,,,,,,,,,,,,,,,,
57,57.0,Barishal,Pirojpur,765,6196,04.07.2020,,313,5,26,30,15,17,0,10,17,10,38,34,12,20,1,49,9,8,3,27,21,21,25,15,12,1,0,10,4,0,12,,,,,,,,,,,,,,,,,,,,,,,,,
58,58.0,Barishal,Jhalokathi,509,6196,05.07.2020,,289,16,2,14,9,6,10,10,6,17,5,6,16,0,2,9,8,6,7,1,22,1,15,11,5,0,0,6,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
59,59.0,Rajshahi,Joypurhat,816,14255,08.09.2020,,511,0,0,5,34,0,0,0,47,1,0,27,2,0,24,4,1,3,2,0,4,2,41,0,2,4,46,1,1,18,2,0,23,11,,,,,,,,,,,,,,,,,,,,,,
60,60.0,Rajshahi,Pabna,871,14255,08.09.2020,,597,2,0,0,0,0,0,0,15,13,1,43,0,0,22,3,28,18,4,76,0,0,0,21,0,0,9,0,0,0,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,
61,61.0,Rajshahi,Chapainawabganj,548,14255,08.09.2020,,101,15,6,35,17,3,22,26,2,0,14,45,5,0,27,0,0,0,14,84,0,0,4,28,0,0,36,0,3,3,26,1,2,29,,,,,,,,,,,,,,,,,,,,,,
62,62.0,Rajshahi,Bogura,5236,14255,08.09.2020,,3446,55,50,57,48,55,52,45,70,45,57,71,69,60,47,84,59,50,26,59,50,71,61,50,74,64,19,32,64,8,51,45,86,56,,,,,,,,,,,,,,,,,,,,,,
63,63.0,Rajshahi,Natore,628,14255,08.09.2020,,253,3,1,7,17,13,11,0,0,1,21,13,10,11,35,1,0,1,3,0,6,8,34,38,14,1,0,52,0,0,0,0,84,0,,,,,,,,,,,,,,,,,,,,,,
64,64.0,Rajshahi,Naogaon,999,14255,08.09.2020,,584,2,1,39,48,0,2,3,17,41,3,39,0,8,60,2,3,7,68,2,0,1,1,13,0,1,27,0,0,1,1,0,30,9,,,,,,,,,,,,,,,,,,,,,,
65,65.0,Rajshahi,Sirajganj,1583,14255,08.09.2020,,690,30,24,42,5,32,26,33,37,33,34,38,19,16,24,47,50,34,30,27,23,21,46,23,8,48,16,16,16,13,18,20,30,14,,,,,,,,,,,,,,,,,,,,,,
66,66.0,Rajshahi,Rajshahi,3574,14255,08.09.2020,,1278,60,77,54,43,89,81,106,73,60,53,65,69,97,75,71,78,83,91,66,82,115,109,80,89,53,44,51,82,38,81,75,40,42,,,,,,,,,,,,,,,,,,,,,,
67,67.0,,Total,193857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
